,Unnamed: 0,app_ver_name,reviewer_language,device,review_month,star_rating,review_text,sentiment,topic,detail_topic
1536,1536,4.4.4,id,OP4B80L1,2,1,parah masa pembayaran tidak bisa melalui ritel pilihan,negatif,pembayaran,metodebayar
1537,1537,4.4.4,en,mido,2,1,aku tidak bisa login selalu time out,negatif,registrasilogin,login
1538,1538,4.4.4,id,OP4EFDL1,2,1,aplikasi pemesanan teraneh yang pernah saya pakai susah login susah ganti password tidak praktis ibarat birokrasi yang bertele tele,negatif,registrasilogin,login
1539,1539,4.4.4,id,1819,2,5,min info dong kok cetak eboarding password server internal error terus,negatif,error,error
1540,1540,4.4.4,id,1951,2,5,bagus bisa mempermudah perjalanan kereta kami,positif,feedback,baik
1541,1541,4.4.4,id,crownlte,2,5,good,positif,feedback,baik
1542,1542,4.4.4,en,lancelot,2,3,tidak bisa print eboarding pass,negatif,feedback,lain
1543,1543,4.4.4,en,a30,2,2,susah sekali diakses kecepatan internet harus secepat apa biar bisa akses dengan mudah heran,negatif,error,aksesapp
1544,1544,4.4.4,id,701SO,2,1,untuk sementara saya uninstall dulu ya min soal nya akun saya lupa password terus saya perbaiki malah error link yang di kasih dari kai access nya mending di perbaiki dulu aplikasi nya masa iya perusahaan bumn sekelas kereta pasti bisa error link nya contoh dong tokopedia bukalapak sama shopee bagus aplikasi nya tidak error,negatif,registrasilogin,login
1545,1545,4.4.4,id,1915,2,5,aplikasi aman nyaman dimudahkan buat perjalanan antar kota,positif,feedback,baik
1546,1546,4.4.4,id,a02q,2,5,perjalanan yang amat sangat mengesankan dan penuh dengan memori yang indah dari tiket warna pink kecil sampai jadi berubah lebih baik tak bisa digantikan dengan apapun kenangan itu terima kasih pt kai makin sukses buat semuanya,positif,feedback,lain
1547,1547,unknown,id,rolex,2,1,buruk sekali aplikasinya,negatif,feedback,lain
1548,1548,unknown,id,beyond2,2,1,bikin ribet susah harus pakai nama kita terus kalo kita mesankan orangtua yang sudah sepuh dan dibatalin terus mereka yang harus ngurus gitu parah sangat merugikan penumpang,negatif,pemesanan,bookbedaid
1549,1549,4.4.4,id,vince,2,5,aplikasi,netral,feedback,lain
1550,1550,4.4.4,id,a5y17lte,2,1,susah banget mau pesan tiket sampai ke menu pilih kereta sudah pilih isi biodata malah balik ke awal lagi di klik suruh isi biodata lagi gitu terus,negatif,pemesanan,errorpemesanan
1551,1551,4.4.4,id,RMX1941,2,1,saya sudah pesan tiket dan membayar tapi tulisannya tiket kadaluarsa dan tulisannya belum terbayar sip dah duit hilang tiket tidak dapet,negatif,pembayaran,paymentnotif
1552,1552,unknown,id,CPH1819,2,1,maaf saya kasih bintang soalnya kecewa banget saya harap kalo lagi ada perbaikan atau masalah di aplikasi segera kasih tau konsumen biar tidak kaya gini saya udah beli tiket udah lakuin pembayarannya tapi eticketnya tidak muncul muncul seolah olah belum bayar udah nyobain beberapa kali plus pake akun yang lain sama aja gitu jadi rugi juga dong saya harap kedepannya lebih diperbaiki lagi terima kasih,negatif,pembayaran,paymentnotif
1553,1553,unknown,id,1819,2,1,aplikasi tidak guna kenapa tidak bisa daftar lagi terus apa gunanya aplikasi ini dibuat kalau tidak bisa daftar,negatif,registrasilogin,registrasi
1554,1554,unknown,en,1606,2,1,saya mau ganti password tapi link yang dikirim via email katanya not secured tidak aman wah padahal data login user lho ini yang diinputkan,negatif,registrasilogin,login
1555,1555,4.4.3,id,HWRNE,2,5,sangat membantu pemesanan tiket,positif,feedback,baik
1556,1556,4.4.3,id,merlin,2,4,bagus banget,positif,feedback,baik
1557,1557,4.4.4,id,1601,2,1,tolong di bantu habis saya update kok tidak bisa di buka hanya layar putih saja,negatif,error,crash
1558,1558,4.4.4,id,OP4863,2,1,niat buat aplikasi tidak sih mau daftar dari kemarin tidak bisa bisa dan tidak di registrasi pula kalau tidak niat buat hapus aja dari playstore,negatif,registrasilogin,registrasi
1559,1559,4.4.4,id,1816,2,5,oke banget,positif,feedback,baik
1560,1560,4.4.4,id,lavender,2,1,perbaiki bug aplikasinya terutama bagian penggantian identitas menyusahkan,negatif,pengaturan,editprofil
1561,1561,unknown,id,ASUS_X00IDB,2,1,tidak bisa login,negatif,registrasilogin,login
1562,1562,4.4.4,id,ugg,2,2,sering error saat login email dan password sudah benar tapi masih not entering token apaan coba,negatif,registrasilogin,login
1563,1563,unknown,id,tissot_sprout,2,1,sudah tidak percaya lagi sama aplikasi ini,negatif,feedback,lain
1564,1564,unknown,id,A1601,2,1,untuk registrasinya kenapa tidak bisa otomatis ada perintah lanjutkan tapi tidak bisa terakses,negatif,registrasilogin,registrasi
1565,1565,unknown,id,a12,2,3,mohon bantuannya untuk bug ketika submit di form registrasi tidak ada action yang dijalankan sehingga user tidak bisa melakukan pendaftaran terima kasih,negatif,registrasilogin,registrasi
1566,1566,4.4.4,id,A37f,2,1,ribet amat pakainya bolak balik mulu mending uninstall aja ah,negatif,feedback,lain
1567,1567,4.4.4,en,m21,2,2,kenapa tiap mau isi biodata buat calon penumpang selalu forbidden ya padahal sebelum sebelumnya tidak pernah seperti itu,negatif,pemesanan,errorpemesanan
1568,1568,4.4.4,id,1606,2,1,aplikasi sulit sekali dibuka hanya menampilkan layar putih saya tunggu berjam jam tetap saja padahal kuota ada dan lancar lancar saja untuk membuka aplikasi lain,negatif,error,crash
1569,1569,4.4.4,id,1606,2,1,saat saya login akun keluar sendiri terus dan login dengan email username dan password yang benar selalu saja kesulitan dan dianggap incorrect apa apaan,negatif,registrasilogin,login
1570,1570,4.4.4,id,grandpplte,2,1,mas tolong perbaiki aplikasi nya agar saya bisa beli tiket kereta api kenapa saya tidak bisa login,negatif,registrasilogin,login
1571,1571,4.4.3,id,OP4883,2,5,ayo maju indonesiaku,netral,feedback,lain
1572,1572,4.4.4,id,X556,2,1,susah daftar akun nya sampai gmail dan nomor tetap tidak bisa masuk di email tulisannya terdaftar,negatif,registrasilogin,registrasi
1573,1573,4.4.4,id,X556,2,1,pas login email nomor handphone tidak terdaftar sudah lah mending offline aja,negatif,registrasilogin,login
1574,1574,4.4.4,id,j5lte,2,2,sedikit kecewa sih soal nya tidak keluar layarnya hanya yang keluar hanya putih aja,negatif,error,crash
1575,1575,4.4.4,id,j8y18lte,2,1,sudah install taunya sama sekali tidak ada kereta aplikasi apa ini,negatif,pemesanan,getjadwal
1576,1576,4.4.4,en,crownlte,2,1,kenapa saya tidak bisa register di aplikasi ini saat saya selesai mengisi data aplikasi tidak merespon apa apa,negatif,registrasilogin,registrasi
1577,1577,4.4.4,id,a30,2,1,aplikasi tidak jelas,negatif,feedback,lain
1578,1578,unknown,id,ugglite,2,1,mau daftar malah gabisa,negatif,registrasilogin,registrasi
1579,1579,4.4.4,id,grandpplte,2,1,aplikasi tidak bisa kebuka cuma layar putih aja gimana ini jadi tidak membantu,negatif,error,crash
1580,1580,4.4.4,id,HWYAL,2,1,kenapa punya saya mau daftar susah banget ya udah ditekan tombol enter tak tidak ada respon nya,negatif,registrasilogin,registrasi
1581,1581,4.3.3,id,j1acevelte,2,5,ok,positif,feedback,baik
1582,1582,4.4.4,id,santoni,2,3,setelah di update jadwal kai lokal tidak tersedia itu bagaimana ya pak saya coba di tanggal kedepannya bulan depan tetap aja tidak ada untuk jadwal keberangkatan yang biasa saya pesan,negatif,pemesanan,getjadwal
1583,1583,unknown,id,rolex,2,2,mau pesan tiket tidak bisa,negatif,pemesanan,errorpemesanan
1584,1584,unknown,id,rolex,2,2,edit profil kok nggak bisa ya sedang ada perbaikan kah,negatif,pengaturan,editprofil
1585,1585,4.4.4,id,lavender,2,1,mau login susah banget udah masukin password tapi disuruh aktivasi email tapi saat aktivasi by email malah tidak bisa diaktivasi jadi tidak bisa dibuka dicoba lupa password tapi malah muncul warning kalo aplikasi menggunakan koneksi yang tidak aman jadi data kita bisa dilihat pengguna lain jadi tidak berani deh gimana ya ini,negatif,registrasilogin,login
1586,1586,4.0.1,en,grandpplte,2,3,sip tapi lemot banget,negatif,error,error
1587,1587,4.4.4,id,1906,2,4,maaf mau tanya pt kai access aturan protokol kesehatan boleh tidak membawa balita umur tahun untuk kereta luar kota,netral,feedback,lain
1588,1588,4.4.4,id,1816,2,5,dear admin kenapa nggak bisa ubah kontak no hp di aplikasi,negatif,pengaturan,editprofil
1589,1589,4.4.4,id,rolex,2,5,nyaman tepat waktu,positif,feedback,baik
1590,1590,unknown,id,santoni,2,5,good,positif,feedback,baik
1591,1591,4.4.4,id,OP4F25L1,2,5,mempermudah,positif,feedback,baik
1592,1592,4.4.4,id,Infinix-X657C,2,5,aplikasinya bagus kalian bisa lihat jadwal kereta api yang beroperasi dan tidak beroperasi,positif,feedback,baik
1593,1593,unknown,id,on7xelte,2,1,kenapa tidak bisa pesan tiket si setiap mau pesan tulisannya jadwal tidak ditemukan yang bener dong pesan langsung tidak bisa disuruh pake aplikasi eh aplikasi nya malah kaya gini yang bener aja,negatif,pemesanan,getjadwal
1594,1594,unknown,id,olive,2,1,tidak bermutu aplikasinya,negatif,feedback,lain
1595,1595,4.4.4,id,lancelot,2,4,tolong diperbaiki lagi soal boarding keberangkatan apa harus cetak kartu untuk boarding untuk masuk apa lewat scan tiket lewat ka access tidak bisa ya tapi untuk saat ini untuk kenyamanan memuaskan tidak ada keluhan,negatif,feedback,lain
1596,1596,unknown,id,j4primelte,2,1,sumpah kesal lah ni aplikasi something went wrong terus,negatif,error,error
1597,1597,4.4.4,id,ugg,3,2,jadwal kereta lokal surabaya malang tidak semua nampak di aplikasi hanya ada pemberangkatan saja realtime ya ada jadwal keberangkatan,negatif,pemesanan,getjadwal
1598,1598,4.4.4,id,CPH1801,3,4,sangat membantu,positif,feedback,baik
1599,1599,4.4.4,en,ginkgo,3,3,tolong perbaiki layanan perubahan jadwal tiket saya sudah beli tapi tidak bisa dirubah,negatif,pemesanan,editpemesanan
1600,1600,4.4.4,en,ginkgo,3,3,tolong perbaiki layanan pembatalan tiket saya sudah beli tapi tidak bisa di batalkan,negatif,pembatalan,errorpembatalan
1601,1601,4.4.4,id,EVERCOSS_M50A,3,5,bagus membantu,positif,feedback,baik
1602,1602,unknown,en,j7y17lte,3,4,kok tidak ada lagi pembayaran via bca,netral,pembayaran,metodebayar
1603,1603,unknown,id,1601,3,1,banyak bugs,negatif,feedback,lain
1604,1604,unknown,id,surya,3,1,tolong dong perbaiki di bagian no id no id ktp saya tidak bisa masuk mohon di tingkat kan kembali kalo bisa no id yang sudah pernah masuk diperbolehkan masuk lagi,negatif,registrasilogin,login
1605,1605,4.4.4,id,ASUS_X00T_2,3,1,mau daftar kok susah ada tulisan email dan no hp sudah terdaftar aneh,negatif,registrasilogin,registrasi
1606,1606,4.4.4,id,joyeuse,3,4,tidak bisa ganti no telpon hp,negatif,pengaturan,editprofil
1607,1607,4.4.1,id,a51,3,5,aplikasi payah sudah susah dipakai di stasiun tidak dilayani pula pembayaran error melulu payah banget sangat kecewa,negatif,pembayaran,errorpembayaran
1608,1608,unknown,id,land,3,1,kenapa saat pas mau daftar kok sulit padahal udah masukin nomor dan email yang benar tapi kok masih terjadi kesalahan,negatif,registrasilogin,registrasi
1609,1609,4.3.3,id,land,3,5,lebih mudah untuk mencari kereta yang sesuai dengan kebutuhan,positif,feedback,baik
1610,1610,4.3.8,id,OP4B80L1,3,5,cepat dan akurat,positif,feedback,baik
1611,1611,4.4.4,id,RMX1971,3,1,baru download susah banget mau daftar permintaan anda telah time out gitu terus padahal mau pesan tiket,negatif,registrasilogin,registrasi
1612,1612,4.4.4,id,grandpplte,3,1,kenapa tidak bisa masuk hanya layar putih yang di tampil kan padahal saya sudah nunggu berjam jam tetap saja tidak bisa masuk sudah uninstall terus download lagi tetap saja tidak bisa masuk,negatif,error,crash
1613,1613,4.4.4,id,j5y17ltedx,3,1,kok susah sekali cari jadwalnya apalagi kota pekalongan tidak ada apa apaan,negatif,pemesanan,getjadwal
1614,1614,4.4.4,id,1904,3,5,sangat mempermudah saya aplikasi bagus,positif,feedback,baik
1615,1615,4.4.4,en,ugg,3,1,kenapa tidak dapet email verifikasi terus ya,negatif,registrasilogin,registrasi
1616,1616,4.4.4,id,CPH1701,3,1,aplikasi bobrok nggak bisa dipake waktu daftar malah tulisannya email dan no hp sudah terdaftar padahal tidak pernah daftar pas coba login malah disuruh verifikasi email pas verifikasi malah tidak diaktivasi tolong dong diperbaiki kalo gini caranya tidak mempermudah pengguna malah nyusahin dan bikin emosi,negatif,registrasilogin,registrasi
1617,1617,1.0.3.3,id,A37f,3,1,maaf aplikasi sulit di operasikan mencet sekarang baru munculnya besok ngelag mulu tidak jelas sekaligus just info buat teman teman keberangkatan dari stasiun bekasi ke jawa tidak bisa test covid di bekasi harus di stasiun senen gambir ini gue aja mau batalin tiket makanya download,negatif,error,error
1618,1618,4.4.4,id,grandpplte,3,4,sekarang mau masuk aja kok susah banget ya,negatif,registrasilogin,login
1619,1619,unknown,id,zerolte,3,1,mau daftar aja susah banget,negatif,registrasilogin,registrasi
1620,1620,unknown,id,j1minive3gxtc,3,5,bagus,positif,feedback,baik
1621,1621,unknown,id,RMX2020,3,5,bagus,positif,feedback,baik
1622,1622,4.4.4,id,CPH1609,3,1,tidak bisa dibuka saat masuk aplikasi setelah muncul logo kai access kemudian hanya muncul layar putih,negatif,error,crash
1623,1623,4.4.4,en,SO-03H,3,5,sangat membantu sekali untuk mengetahui jadwal dan proses booking tiket,positif,feedback,baik
1624,1624,4.4.4,id,1606,3,3,di update malah susah bukanya,negatif,error,aksesapp
1625,1625,4.4.4,en,m51,3,1,aplikasi gila dibuat oleh orang orang gila busuk banget aplikasinya daftar account baru saja sudah minggu lebih tidak berhasil email verifikasi tidak pernah saya terima udah klik resend berkali kali gila membuang waktu saya,negatif,registrasilogin,registrasi
1626,1626,4.4.4,id,lancelot,3,1,baru daftar tapi malah tidak bisa dipakai bagaimana ini beli di tempat lain tidak bisa harus di aplikasi tapi aplikasi sendiri tidak optimal bumn seperti apa ini,negatif,feedback,lain
1627,1627,4.4.4,id,merlin,3,1,bro ini aplikasi tidak usah di install nyesel nyesel install aplikasi percuma kasih aplikasi ujung ujungnya ke stasiunnya juga,negatif,feedback,lain
1628,1628,4.4.4,id,j5xnlte,3,1,aplikasi tidak jelas,negatif,feedback,lain
1629,1629,4.4.4,en,r7,3,5,komplain sebelumnya sudah terjawab ui membaik dan koneksi ewallet sudah ok previous comment ditunggu integrasi dengan ewallet selain tcash untuk ka lokal contoh gopay dan ovo,netral,pembayaran,metodebayar
1630,1630,4.4.4,en,r7,3,5,mohon kembalikan fitur sisa tempat duduk,negatif,pemesanan,errorpemesanan
1631,1631,4.4.4,en,r7,3,5,perbaiki font ui agar lebih tidak kaku,negatif,feedback,lain
1632,1632,4.4.4,en,1606,3,5,ok,positif,feedback,baik
1633,1633,4.4.4,id,A1601,3,1,baru update malah stuck di logo,negatif,error,error
1634,1634,4.4.4,id,D6633,3,1,ngebug tidak bisa dibuka tolong dong jangan terlalu berat apa karena android saya lolipop sudah saya update android web view nya tapi masih keluar time out terus min mohon bantuannya,negatif,error,timeout
1635,1635,4.4.1,id,j2y18lte,3,5,dengan adanya kai access train kita bisa menghemat waktu dan resiko yang timbul sebelumnya,positif,feedback,baik
1636,1636,4.4.4,id,grandpplte,3,5,top aplikasinya sangat lengkap sangat membantu memori juga ringan,positif,feedback,baik
1637,1637,4.4.4,id,OP4F2F,3,3,krd bisa booking disini tidak,netral,feedback,lain
1638,1638,4.4.4,id,Z00A,3,3,kenapa aplikasiku tidak bisa di gunakan ya min selalu ada tulisan aduh permintaan anda telah time out pusing kan mohon bantuannya,negatif,error,timeout
1639,1639,4.4.4,id,tissot_sprout,3,1,sangat buruk aplikasi nya saat pesanan tidak langsung di bayar tidak ada pilihan untuk memilih pembayaran,negatif,pembayaran,errorpembayaran
1640,1640,4.3.7,id,j3xlte,3,3,puas cepat,positif,feedback,baik
1641,1641,4.4.4,id,grandpplte,3,5,kenapa tidak bisa kebuka si kok layar putih aja sudah nunggu lama tetap aja gitu,negatif,error,crash
1642,1642,4.3.3,id,vince,3,5,oke,positif,feedback,baik
1643,1643,4.4.4,id,merlin,3,1,pemesanan kereta lokal tidak bisa,negatif,pemesanan,errorpemesanan
1644,1644,unknown,id,grandpplte,3,5,sangat membantu dalam membeli tiket,positif,feedback,baik
1645,1645,4.4.4,id,OP4C4BL1,3,1,sangat disayangkan aplikasi nya tidak jelas banget sekarang jadi tidak bisa pesan tiket lewat aplikasi kai karena akun lama tidak kebuka,negatif,feedback,lain
1646,1646,4.4.4,en,greatqlte,3,1,ini tidak dalam bahasa inggris,negatif,feedback,lain
1647,1647,4.4.4,en,c2s,3,1,saya sering menggunakan kereta api sebagai mode transportasi utama tapi saya kecewa karena saat saya melakukan perubahan jadwal melalui aplikasi sms banking status saya sudah terbayar tetapi di aplikasi masih menunggu uang saya dibayarkan masih banyak yang dibutuhkan sehingga orang lain tidak menjadi korban seperti saya,negatif,pembayaran,paymentnotif
1648,1648,4.4.4,id,1804,3,5,mantap semua lancar,positif,feedback,baik
1649,1649,unknown,id,RMX1851,3,1,aplikasi tidak bisa di akses,negatif,error,aksesapp
1650,1650,4.4.4,id,j3xlte,3,1,tidak dapat verifikasi sudah kirim ulang lewat email verifikasi tidak muncul lewat email,negatif,registrasilogin,registrasi
1651,1651,4.4.4,id,ginkgo,3,1,aplikasi tai tidak bisa digunakan tidak bermanfaat sama sekali,negatif,feedback,lain
1652,1652,4.4.4,id,markw,3,1,tiba tiba logout mau login lagi tidak bisa tolonglah kai kalau sekiranya aplikasinya memang bermasalah jangan memaksakan sistem pembelian dengan menggunakan aplikasi,negatif,registrasilogin,login
1653,1653,4.4.4,id,A1601,3,5,sangat membantu,positif,feedback,baik
1654,1654,4.4.4,id,1727ID,3,1,aplikasi ini lambat selalu error dibuat oleh sdm yang tidak kompeten,negatif,error,error
1655,1655,4.4.4,id,1716,3,4,mohon untuk dapat mengubah identitas pada kolom nomor handphone,netral,pengaturan,editprofil
1656,1656,4.4.4,id,rolex,3,5,aplikasi bagus sekali saya sangat suka,positif,feedback,baik
1657,1657,4.4.4,id,a12,3,1,nggak bisa beli tiket kai lokal solo ke yogyakarta,negatif,pemesanan,errorpemesanan
1658,1658,unknown,id,j7y17lte,3,1,pesan tiket di stasiun bisa kah,netral,feedback,lain
1659,1659,4.2.0,id,A7010a48,3,5,ok,positif,feedback,baik
1660,1660,4.4.4,id,CPH1725,3,1,susah dibuka internet nya lancar aplikasi gabisa dibuka,negatif,error,aksesapp
1661,1661,4.4.4,id,crownlte,3,1,ribet banget dah mau masukan nomor lama dan reset password aja tidak bisa niat bikin aplikasi tidak bikin akun baru juga tidak jelas hadeh,negatif,pengaturan,editpassword
1662,1662,unknown,id,1901,3,2,saya kok tidak bisa download ya padahal memori banyak dan sinyal bagus,negatif,feedback,lain
1663,1663,4.4.4,id,merlin,3,4,kenapa reduksi nya untuk lansia tidak bisa diproses tolong petunjuk lebih lanjut makasih,negatif,feedback,lain
1664,1664,unknown,id,olivewood,3,1,aplikasi ribet banget terlalu banyak syarat nyesel banget dah dengan yang sekarang ini mau naik kereta aja di persulit,negatif,feedback,lain
1665,1665,4.3.7,id,A1601,3,5,bagus pelayanan nya,positif,feedback,baik
1666,1666,4.4.4,id,beryllium,3,1,ordernya bagaimana tidak jelas pilih kereta isi identitas balik lagi milih kereta isi identitas lagi gitu aja terus sampai matahari terbit dari barat,negatif,pemesanan,errorpemesanan
1667,1667,unknown,en,a6lte,3,3,kalau tiket tidak langsung dibayar maka tidak muncul opsi pembayaran pada menu tiket menunggu,negatif,pembayaran,errorpembayaran
1668,1668,4.4.4,id,CPH1717,3,1,tidak bisa reset password,negatif,pengaturan,editpassword
1669,1669,4.4.1,id,1817,3,1,aplikasinya tidak bisa di buka email lah nomor hp lah kok ribet gini sih sekarang,negatif,registrasilogin,login
1670,1670,4.4.4,id,on7xelte,3,1,setelah install gabisa login layar putih terus ya sudah lah,negatif,registrasilogin,login
1671,1671,unknown,id,grandpplte,3,5,praktis cepat dan akurat,positif,feedback,baik
1672,1672,4.4.4,id,RMX2180,3,3,kadang kalo mau bikin akun suka error sendiri padahal jaringan lagi bagus tidak lag tidak tau kenapa,negatif,registrasilogin,registrasi
1673,1673,unknown,id,hermes,3,2,setelah pembaruan banyak bug nya di buka susah banget,negatif,error,aksesapp
1674,1674,4.4.1,id,jackpotlte,3,2,pas mau pesan tiket malah tidak bisa dipakai,negatif,feedback,lain
1675,1675,4.4.4,id,olivewood,3,1,awalnya lupa password habis diklik lupa password suruh nulis email ternyata email belum terdaftar bikin akun baru pake nomor hp ternyata nomor sudah terdaftar,negatif,registrasilogin,login
1676,1676,4.4.4,id,CPH1853,3,2,jadwal tidak di temukan terus ya kenapa biasa nya bisa mau ke arah cikarang,negatif,pemesanan,getjadwal
1677,1677,4.4.4,id,nicklaus_f,3,5,ok,positif,feedback,baik
1678,1678,4.4.4,id,a10s,3,5,bagus,positif,feedback,baik
1679,1679,4.4.4,id,citerus,3,1,kok ka lokal data penumpang tidak bisa di ganti lah terus kalau yang punya akun tidak berangkat masa harus hangus tiketnya ini pengalaman saya saya beli buat keluarga ka lokal gara gara data penumpang pertama tidak bisa di ganti bapak saya tidak jadi berangkat seharusnya bisa di ganti dong kayak ka antar kota biar saya bisa memesankan tiket untuk orang tua saya dan saya tanya petugas ka ini sudah kebijakan yang punya akun otomatis terdaftar berarti kebijakan aneh ini aplikasi bukan memudahkan malah menyusahkan bagi orang tua,negatif,pemesanan,bookbedaid
1680,1680,4.4.4,id,HWYAL,3,1,customer service pt kaipayah,negatif,feedback,lain
1681,1681,4.4.4,id,j5lte,3,5,sudah bisa terima kasih,netral,feedback,lain
1682,1682,4.4.4,id,grandpplte,3,3,aplikasi saya tidak bisa untuk di buka ini kenapa ya dari tadi cuma putih doang,negatif,error,crash
1683,1683,4.4.4,id,ginkgo,3,2,ganti no hp akun kok susahnya minta ampun apa harus telpon call center pt kai mohon solusinya,negatif,pengaturan,editprofil
1684,1684,4.4.4,id,Y31i,3,1,buat pesan tiket tidak bisa ngelag padahal udah pake hp lain juga masih tidak bisa,negatif,pemesanan,errorpemesanan
1685,1685,4.4.4,id,olivelite,3,1,susah daftarnya,negatif,registrasilogin,registrasi
1686,1686,4.4.4,id,a70q,3,1,bobrok tidak bisa daftar,negatif,registrasilogin,registrasi
1687,1687,4.4.4,id,rolex,3,1,akun bobrok tidak bisa di buka tingkatkan dong,negatif,error,aksesapp
1688,1688,4.4.4,id,j3xlte,3,1,aplikasinya tidak bisa di pakai layar putih mulu padahal udah di uninstall terus install ulang tetep aja tapi,negatif,error,crash
1689,1689,4.4.4,id,2027,3,5,mantap,positif,feedback,baik
1690,1690,4.4.1,en,vince,3,4,aplikasinya sebenarnya sudah bagus penggunanya dipermudah dengan berbagai fitur yang ada namun saat musim liburan atau lebaran aplikasi ini sangat sulit digunakan tentunya perlu diperhatikan oleh developer agar diperbaharui sehingga dapat lebih baik kedepannya,negatif,feedback,lain
1691,1691,4.4.4,id,grandpplte,3,5,baik,positif,feedback,baik
1692,1692,4.4.4,id,a10s,3,1,aplikasi selalu update,netral,feedback,lain
1693,1693,4.4.4,id,dandelion,3,1,kok aku daftar tidak bisa masuk sih entah itu pakai email ataupun nomor tetap tidak bisa gimana sih aduh,negatif,registrasilogin,registrasi
1694,1694,4.4.4,id,G3116,3,1,ini aplikasi metode pencarian stasiun nya tidak mempermudah ya select case nya di database nya itu tidak berdasar nama stasiun ketik nama jak harapan nongol semua stasiun yang ada unsur kata jak nya eh ternyata jakarta tidak muncul masa kudu ngapalin kode stasiun sih,negatif,pemesanan,errorpemesanan
1695,1695,4.4.1,id,OP4B79L1,3,1,saldo saya sudah kepotong ribu sudah hari komplain dan tidak ada uang kembali keterangan nya pending,negatif,feedback,lain
1696,1696,unknown,id,ASUS_Z011,3,1,kok time out mulu sih kenapa ini bapak atau ibu developer kai,negatif,error,timeout
1697,1697,unknown,id,A37f,3,5,sangat membantu,positif,feedback,baik
1698,1698,4.4.4,en,lavender,3,5,tidak dapat mengambil data ke server terus pemesanan dan pengecekan tiket tidak dapat dilakukan padahal sedang membutuhkan secepatnya,negatif,pemesanan,errorpemesanan
1699,1699,unknown,id,A37f,3,5,sangat membantu,positif,feedback,baik
1700,1700,4.4.4,id,ASUS_X00T_2,3,1,tidak bisa buat pesan tiket kembali kembali terus,negatif,pemesanan,errorpemesanan
1701,1701,4.4.4,en,a9y18qlte,3,4,sejauh ini pelayanannya sudah cukup baik tetapi saya menemui kendala ketika memesan tiket ka lokal kursi yang saya dapatkan setelah melakukan pembayaran tidak sesuai dengan nomor kursi yang saya pilih sebelumnya mohon diperbaiki terima kasih,negatif,pemesanan,errorpemesanan
1702,1702,4.4.4,id,merlin,3,1,kenapa tiba tiba saat mau bayar tulisan bayar sekarang tidak bisa di klik ya alhasil tidak bisa terhubung ke linkaja,negatif,pembayaran,errorpembayaran
1703,1703,4.4.4,id,OP4883,3,1,mau pesan ka lokal pas sudah masukin data diri gagal terus lah ribet amat sih,negatif,pemesanan,errorpemesanan
1704,1704,4.4.4,id,CPH1803,3,5,lebih mudah dalam mendapatkan tiket tidak susah seperti dulu,positif,feedback,baik
1705,1705,4.4.4,id,joyeuse,3,1,saya mengalami kali transaksi pembayaran sukses tapi tidak dapat tiket nya,negatif,pembayaran,paymentnotif
1706,1706,4.4.4,id,cactus,3,5,aplikasinya bagus mempermudah perjalananku yang suka traveling apabila tidak dapat login dan buat akun coba buat akun email baru aku udah coba dan berjalan apabila reset password tidak bisa bisa contact cs nya usahakan device dan kuota aman supaya sing in dan sing up nya lancar good job,positif,feedback,baik
1707,1707,unknown,id,olive,3,4,membantu,positif,feedback,baik
1708,1708,4.4.4,id,grandpplte,3,1,aplikasinya tidak bisa dibuka di hp saya entah apa penyebabnya sudah saya coba uninstall install kembali berulang kali hasilnya tetap saja hang di aplikasinya tolong permudah saya dan pengguna lainnya masa kalo naik kereta api tidak punya aplikasi kai access terus orangnya gabisa naik kalo udah hang gini gimana masa tidak boleh naik kereta lagi tolong bantuannya,negatif,error,error
1709,1709,4.4.4,id,zeroflte,3,1,aplikasi parah giliran mau boarding suka susah di buka sampai habis kereta mau jalan jadi terpaksa harus beli tiket lagi udah beberapa kali susah di buka tiap mau boarding terus aja beli tiket ya double double makan tuh duit gua kai,negatif,error,aksesapp
1710,1710,4.4.4,id,santoni,3,1,mohon di perbaiki masa email salah dan password salah padahal udah jelas jelas habis reset password dan tidak salah tapi tetep aja tidak bisa login,negatif,registrasilogin,login
1711,1711,unknown,id,2026,3,5,bagus,positif,feedback,baik
1712,1712,4.4.4,en,cactus,3,1,aplikasi yang membingungkan pelayanan yang sangat buruk dari perusahaan milik negara tidak user friendly sama sekali setelah mengklik menu order tidak ada yang terjadi saya bahkan sama sekali tidak tahu dimana harus klik dan langkah lain sebagai pelanggan kami bergantung untuk kemajuan yang lebih baik terima kasih,negatif,pemesanan,errorpemesanan
1713,1713,4.4.4,id,RMX2030,3,1,kenapa saya daftar tapi tertulis email nomor sudah terdaftar padahal belum pernah daftar,negatif,registrasilogin,registrasi
1714,1714,unknown,id,CPH1717,3,1,mau buka aplikasi putih terus,negatif,error,crash
1715,1715,4.4.4,id,CPH1729,3,5,ok,positif,feedback,baik
1716,1716,4.4.4,id,A2010-a,3,1,aku kasih bintang lima kak kalau aplikasinya sudah perfect login sudah sip confirm sudah oke giliran melengkapi biodata di akun jawabannya adalah id num already exist maksudnya gimana kak kalau gini terus jadi layu di stasiun dan juga prihatin sama komentar mas dan mbaknya yang lain tolong ya kak,negatif,pengaturan,editprofil
